Review ID,Review Rate,Review Time,Review Text,Review Visite
Cristian Ruiz,5,il y a une semaine,"(Traduit par Google) Disneyland est un endroit incroyable pour ses attractions où vous pourrez vous amuser au maximum. Il est recommandé d'y aller tôt pour profiter au maximum du temps, et vous pouvez vous procurer de la nourriture dans les installations.Allez bien enveloppé car s'il fait froid.(Avis d'origine)Disneyland es un lugar increíble por sus atracciones donde disfrutas al máximo. Se recomienda ir temprano para aprovechar bien el tiempo además dentro de las instalaciones se puede conseguir comida.Ir bien abrigados porque si hace frío.",Visité en janvier
Alex Acuna,5,il y a une semaine,no comment,no visite mentionned
Giorgio Puccia,5,il y a une semaine,no comment,no visite mentionned
Marta Engenheiro,5,il y a une semaine,no comment,no visite mentionned
Demi Kaipalexi,5,il y a une semaine,no comment,Visité en janvier
isa lima,5,il y a une semaine,no comment,Visité en janvier
William Wang,5,il y a une semaine,"(Traduit par Google) Je suis allé dans tous les parcs Disney, jusqu'à présent c'est celui que j'ai le plus apprécié, c'est juste différent des autres parcs Disney. Certains manèges ont besoin d'une mise à jour, mais ma femme et moi avons vraiment apprécié le temps passé ici.(Avis d'origine)I’ve been to every Disney parks, so far this is the one I’ve enjoyed the most, it’s just different from the other Disney parks. Some rides need a update, but me and my wife really enjoyed the time here.",Visité en janvier
Lajla Kleijnen,1,il y a une semaine,(Traduit par Google) Traité grossièrement à la mairie (par un employé néerlandais aux cheveux roux)(Avis d'origine)Onbeschoft behandeld in de city hall(door een roodharige nederlandse medewerkster),Visité en décembre 2022
Roland BRUN,4,il y a une semaine,no comment,Visité en janvier
Robin M,1,il y a une semaine,"(Traduit par Google) Nous y sommes allés ce Noël, et il était impossible de monter sur les attractions. D'énormes files d'attente et des foules de gensIls ont vendu plus de billets qu'ils n'auraient dû, car c'était une véritable épreuve de se promener dans le parc.Très mécontent et plus parce que c'est un voyage cher et ils ne devraient pas le permettre.(Avis d'origine)Fuimos estas navidades, y era imposible subir a las atracciones. Colas enormes y multitud de genteVendieron más entradas de las que debían, porque era una auténtica odisea caminar por el parque.Muy descontento y más porque es un viaje costoso y no deberían permitir esto.",Visité en janvier
James Mawdesley,5,il y a une semaine,no comment,Visité en janvier
Megane MIRONNEAU,2,il y a une semaine,Nous avions réservé un séjour pour le nouvel an (31 et 1er). Une vraie fortune pour avoir des bracelets spéciaux pour la soirée du nouvel an qui n'ont servi à rien puisqu'il n'y a eu aucun contrôle.Le parc est toujours aussi beau.Toujours autant de queue aux attractions. Les temps d'attente ne sont pas réels. Des attractions en panne après 1h30 d'attente sans aucune excuse. Pas de fast pass en dédommagement.Beaucoup d'attractions fermées temporairement.Des consignes de sécurité incompréhensibles pour laisser la place à des photographes. Extrêmement difficile de trouver des places convenables pour voir les parades et spectacles car des places sont réservées notamment pour les photographes.Des gens alcoolisés qui se battent lors du feu d'artifice du nouvel an.....Je n'ai pas retrouvé la magie d'il y a quelques années.Je suis déçue de cette expérience.Les gens sont agressifs et les employés ne participent pas à la magie qui devrait être celle de Disney.Je ne renouvellerai pas l'expérience.,Visité en janvier
jerome ravel,5,il y a une semaine,no comment,Visité en janvier
Lorenzo Altana,5,il y a une semaine,no comment,Visité en janvier
Karen Delaruelle,5,il y a une semaine,"Visité le 01 janvier 2023. Le parc studio s'est bien renouvelé offrant de belles nouvelles attractions. Les nouvelle jauges font que le parc affiche complet mais nous n'avons pas eu ce ressenti: 30 minutes d'attente max pour certaines attractions. Nous avons mangé dans le parc: Ras, pas mal de choix(mise à part le prix qui reste assez élevé). Et le plus: parc propre et toilettes toujours propres malgré que ultra visitées aussi. Petits et grands sont émerveillés, je recommande cet endroit!",Visité en janvier
AUDREY GOBILLOT,1,il y a une semaine,"Petit retour d'expérience suite à 1 mésaventure survenue au sein du parc Disneyland Paris le 16 novembre dernier et au comportement INADMISSIBLE d'un salarié du parc, haut placé de surcroît...Après 1 problème technique important survenu au sein de l'attraction Peter Pan une évacuation des bateaux par échelles a dû se faire.Étant extrêmement phobique du vide je me suis retrouvée dans l'incapacité de passer dans le vide pour descendre du bateauLes cast members et les pompiers présents ont tout fait pour me rassurer et m'aider dans ce moment compliqué mais j'étais totalement tétanisée et dans 1 sorte d'état second m'empêchant même de communiquer avec eux.Est arrivé alors le duty manager dont le rôle est notamment, je cite LinkedIn, de représenter la direction sur les parcs disneyland.Ce monsieur m'a littéralement agressée, en me hurlant dessus. Je revois encore la tête des pompiers qui se regardaient l'air estomaqué, genre, mais qu'est ce qu'il fait ?Son comportement m'a déclenché 1 crise de panique.Etant toujours en incapacité de descendre j'ai attendu que l'attraction soit relancée pour pouvoir descendre par la sortie.Ce monsieur m'y attendait avec d'autres salariés et des pompiers.Il m'a de nouveau hurlé dessus.J'ai donc fait une réclamation via le site internet uniquement au sujet du comportement de cette personne.Il m'a fallu attendre 1 mois pour obtenir 1 réponse constituée de phrases toutes faites ""nous regrettons"" ""ce comportement ne correspond pas aux standards de courtoisie"" ""nous voulons offrir une expérience magique"", soit dit en passant, à 400€ le pass annuel c'est pas disney qui nous offre la magie, c'est bien nous, et bla bla blaAucune réelle excuse pour ce qui s'est passé si ce n'est 3 repas offerts pour le délai de réponseOui, pour le délai de réponse pas pour le comportement de leur salarié.Foutage de g....Bref, cliente pass annuel avec toute ma famille depuis presque 20 ans, je ne les renouvellerai pas",Visité en novembre 2022
ANTONIO HERNANDEZ MONSALVE,5,il y a une semaine,(Traduit par Google) le négatif les prix de la nourriture sinon excellent(Avis d'origine)lo negativo los precios de la comida por lo demás excelente,Visité en janvier
Adrian Gordo,4,il y a une semaine,"(Traduit par Google) Le mythique parc Disney, spectaculaire pour les enfants et passionnant et nostalgique pour les moins jeunes(Avis d'origine)El mítico parque Disney, espectacular para los niños y  emocionante y nostálgico para los no tan niños",Visité en janvier
James Smalldon,5,il y a une semaine,no comment,no visite mentionned
Maria Del Mar Dominguez,5,il y a une semaine,no comment,Visité en janvier
Marieme Haidara,5,il y a une semaine,no comment,Visité en janvier
Ofelia B.,4,il y a une semaine,(Traduit par Google) Le meilleur parc que j'ai jamais connu. Toutes les attractions sont bien mais parfois j'ai dû attendre plus d'1h. La nourriture est un peu chère et les fameuses Crêpes au Nutella n'ont presque rien de nutella. Mais de toute façon.. ça vaut le coup(Avis d'origine)The best park I ever known. All the attractions are good but sometimes I had have to wait more than 1 hour. The food is a little bit expensive and the famous Crepes with Nutella have almost nothing of nutella. But anyway.. it is worthit,Visité en janvier
Leonardo Souza,5,il y a une semaine,no comment,Visité en janvier
Ryan Holcroft,5,il y a une semaine,(Traduit par Google) Endroit magique avec beaucoup de plaisir pour les adultes et les enfants(Avis d'origine)Magical location with loads of fun for adults and children,Visité en janvier
N. Guni,1,il y a une semaine,"(Traduit par Google) Salut les gars, très surestimé ce parc !!C'est vraiment dommage !!Non recommandé.Aussi trop peu de personnages qui se promenaient..Le spectacle a duré près de 5 minutes.Les feux d'artifice ont duré près de 10 minutesTemps d'attente jusqu'à votre entrée : 30-45min peut être organisé différemmentRestaurant plein d'arnaques, menu 95€ payé, 2 fois la nourriture a été mal apportée. Le dessert était plein à craquer car nous devions sortir etc.(Avis d'origine)Hallo leute, sehr überbewertet dieser park!!Echt sehr sehr schade!!Nicht empfehlenswert.Auch zu wenig Figuren die rum spaziert sind..Die show ging knapp 5 min.Feuerwerk ging knapp 10minWartezeit bis man rein kommt: 30-45min kann man anders organisierenResteraunt voll die abzocke, 95€ menü gezahlt, 2 mal wurde das essen falsch gebracht.. dessert wurde eingepackt weil wir raus gehen mussten etc. Also no go",Visité en janvier
Luke OToole,5,il y a une semaine,no comment,Visité en janvier
Yunus Özer,5,il y a une semaine,no comment,Visité en janvier
Nayx,5,il y a une semaine,no comment,Visité en janvier
Emilie B.,5,il y a une semaine,no comment,Visité en janvier
googlino,5,il y a une semaine,no comment,Visité en janvier
Bas de Groot,3,il y a une semaine,no comment,Visité en janvier
naren dran,5,il y a une semaine,no comment,Visité en janvier
Chinazo Ejindu,5,il y a une semaine,no comment,Visité en janvier
S A,1,il y a une semaine,"(Traduit par Google) Beaucoup de pression. Les jeunes enfants sont à peu près piétinés, 2 heures en ligne pour 1 minute de montagnes russes. Ils ont des lattes de fer sur les clôtures dans les rangées donc on ne peut pas s'asseoir dessus (donc debout pendant 2h 😰). La qualité des prix n'est pas en proportion.Le restaurant doit être réservé, 2 mois à l'avance. Malheureusement pas pensé. Presque pas de bancs, alors nourrissez votre bébé dehors sur une pierre. Une heure de file d'attente pour un hot-dog tiède à 10 € chacun est standard. Non, tu ne me verras plus.L'hôtel est la même histoire. Files d'attente pour prendre le petit-déjeuner et files d'attente pour s'enregistrer.(Avis d'origine)Veelste druk. Jonge kinderen worden zo'n beetje vertrapt, 2 uur in de rij voor een achtbaan van 1 minuut. Ze hebben ijzeren latjes op de hekken in de rijen zodat je er niet op kan zitten (2u lang staan dus😰). Prijs kwaliteit is niet in verhouding.Restaurant moet gereserveerd worden, 2 maanden van te voren. Helaas niet aan gedacht. Bijna geen bankjes, dus buiten op een steen je baby voeden. Een uur in de rij voor een lauwe hotdog van €10 per stuk is standaard. Nee, mij zie je niet meer.Hotel is het zelfde verhaal. Rijen om te ontbijten en rijen om in te checken.",Visité en janvier
christine PETOTON,4,il y a une semaine,no comment,Visité en janvier
salut zombie,5,il y a une semaine,no comment,Visité en janvier
Vincent Robin,4,il y a une semaine,no comment,Visité en janvier
Juri Mollica,5,il y a une semaine,no comment,Visité en janvier
uyi (Uyi),5,il y a une semaine,no comment,Visité en janvier
Henk Mosterd,5,il y a une semaine,no comment,Visité en janvier
Mel Tichelaar,5,il y a une semaine,no comment,Visité en janvier
Aily (Feidvs),5,il y a une semaine,no comment,Visité en janvier
Florence Lefort,4,il y a une semaine,no comment,Visité en janvier
Margot Hauteville,5,il y a une semaine,no comment,Visité en décembre 2022
Sarah David,5,il y a une semaine,no comment,Visité en janvier
Xav LeTroll,5,il y a une semaine,no comment,Visité en janvier
Tony Rousseau,5,il y a une semaine,no comment,Visité en janvier
Un utilisateur de Google,5,il y a une semaine,no comment,Visité en janvier
Sultan Hakeem,5,il y a une semaine,"(Traduit par Google) Expérience incroyable, visitée en 1997 et maintenant en 2022 pour vivre le compte à rebours de 2023.J'ai hâte de revenir avec mes enfants et de leur faire vivre un moment merveilleux.(Avis d'origine)Amazing experience, visited in 1997 and now in 2022 to experience the 2023 count down.Cant wait to come back with my children and have them experience a wonderful time.",Visité en janvier
Fabienne Pichon,4,il y a une semaine,no comment,Visité en janvier
Ph Philou,4,il y a une semaine,no comment,Visité en janvier
Axl Diaz,5,il y a une semaine,"(Traduit par Google) Nous avons passé un bon moment, à la fin de la journée ils font un défilé avec tous les personnages. Installez-vous confortablement car il y a de longues files d'attente et profitez d'un parc magique !(Avis d'origine)La pasamos bien, al final del día hacen un desfile con todos los personajes. Vallan cómodo pues hay largas filas y disfruten de un parque mágico!",Visité en janvier
Roman Jeglic,5,il y a une semaine,no comment,Visité en janvier
Monica Venturi,5,il y a une semaine,no comment,Visité en janvier
catena giardina,5,il y a une semaine,no comment,Visité en janvier
Vincent ROBIN,5,il y a une semaine,no comment,Visité en janvier
Christophe Voisin,5,il y a une semaine,no comment,Visité en janvier
Panagiota Bil,5,il y a une semaine,no comment,Visité en janvier
Theda Siebert,5,il y a une semaine,no comment,Visité en janvier
Arnaud BERGER,4,il y a une semaine,no comment,Visité en janvier
jose fernando correia,5,il y a une semaine,no comment,no visite mentionned
Senna Reeuwijk,5,il y a une semaine,"(Traduit par Google) Été 2x quand j'étais petit, a fait toute mon enfance. Est tellement magique et spécial. Ce n'est pas seulement un parc d'attractions, c'est juste une expérience. L'hôtel est super sympa et assez propre. Lorsque nous avons indiqué que notre salle de bain n'était pas correctement nettoyée, nous avons reçu des articles de la boutique de cadeaux comme une grâce salvatrice, donc très professionnels de leur part! Je le recommande vraiment même si c'est vraiment cher. J'espère que j'irai plus cette année parce qu'alors nous y retournerons !!(Avis d'origine)2x geweest toen ik nog klein was, heeft mijn hele jeugd gemaakt. Is zo magisch en bijzonder. Het is niet zomaar een pretpark het is gewoon een hele beleving. Hotel is super mooi en redelijk schoon. Toen we aangaven dat onze badkamer niet goed schoon was kregen we spullen uit de giftshop als goedmaker dus erg professioneel van ze! Raad het zeker aan ookal is het wel echt heel duur. Hopelijk ga ik over dit jaar want dan gaan we nog een keer!!",Visité en janvier
Émilie Perore,5,il y a une semaine,no comment,Visité en janvier
jose luis rodriguez lopez,4,il y a une semaine,no comment,Visité en janvier
Mandi 80iger Ani,5,il y a une semaine,no comment,Visité en janvier
Fatma Yapici,1,il y a une semaine,no comment,Visité en janvier
Carmen Sánchez de Ventura,5,il y a une semaine,no comment,no visite mentionned
Ramona Chantal,4,il y a une semaine,"(Traduit par Google) Parc incroyablement beau et tout bien fini. Les défilés et spectacles sont vraiment finis dans les moindres détails et certainement pas rognés ! Surtout le feu d'artifice à la fin est une belle fin. Certaines attractions ont d'énormes files d'attente toute la journée, ce qui est facile à suivre dans l'application. Il est donc recommandé de partir sur 2 jours, afin de ne pas courir d'attraction en attraction.(Avis d'origine)Ontzettend mooi park en alles goed afgewerkt. De parades en shows zijn echt tot in detail afgewerkt en zeker niet op bezuinigd! Vooral de vuurwerk show op het einde is een mooie afsluiter. Sommige attracties hebben de hele dag door enorme wachtrijen, dat is goed bij te houden in de app. Aanrader is dan ook om 2 dagen te gaan, zodat je niet van attractie naar attractie rent.",Visité en janvier
Karl Khalil,5,il y a une semaine,"(Traduit par Google) C'était des montagnes russes émotionnelles, voir les personnages avec lesquels nous avons grandi dans l'animation et dans la vraie vie. L'expérience vous laisse sans voix !! La conception, l'ingénierie et le service sont tous de premier ordre. C'est une visite incontournable.(Avis d'origine)It was an emotional rollercoaster, getting to see the characters we grew up with in animation and in real life. The experience leaves you speechless!! The design the engineering and the service are all top notch. Its a must visit.",Visité en janvier
angel gonzalez valera,5,il y a une semaine,"(Traduit par Google) Une expérience pour toute une vie, chaque enfant dans le monde devrait avoir l'opportunité de vivre cette expérience(Avis d'origine)Una experiencia para toda la vida ,todos los niños del mundo tendrían que tener la oportunidad de vivir esta experiencia",Visité en janvier
Miso s.v.d.,1,il y a une semaine,no comment,Visité en janvier
SLDML 09,2,il y a une semaine,"(Traduit par Google) Un grand parc d'attractions bien entretenu pour petits et grands. Il est dommage qu'il y ait beaucoup trop peu de places assises, par mauvais temps, vous pouvez à peine vous cacher et / ou vous asseoir. Les prix de la plus petite glace au menu de hamburgers le plus simple sont bien trop chers pour ce que vous obtenez en retour.(Avis d'origine)Een groot en verzorgd pretpark voor jong en oud. Jammer dat er veel te weinig zitgelegenheden zijn, bij slecht weer kan je amper schuilen en/of zitten. De prijzen  van het kleinste ijsje tot het eenvoudigste hamburger menu zijn veel te duur voor wat je ervoor in de plaats krijgt.",Visité en janvier
VANESSA STEPHANE KEIFLIN,5,il y a une semaine,no comment,Visité en janvier
Giuseppe Cavallaro,5,il y a une semaine,no comment,no visite mentionned
arnab bhuiyan,5,il y a une semaine,no comment,no visite mentionned
Helena,5,il y a une semaine,no comment,Visité en janvier
Manas Raskar,5,il y a une semaine,no comment,no visite mentionned
prudhvi sai007,5,il y a une semaine,no comment,no visite mentionned
jin pan,2,il y a une semaine,"(Traduit par Google) Il n'y a pas de spectacle de drones le 1er janvier 2023, ce qui a déçu les petits et grands qui attendaient depuis longtemps. L'environnement est très bon, mais il n'a pas changé depuis 20 ans. J'espère qu'il y aura de nouveaux thèmes à l'avenir, avec l'environnement d'attente des montagnes russes sur le thème de l'Ouest américain. C'est somnolent. Après tout, chaque touriste de jeu populaire doit attendre plus de 45 minutes. En hiver, j'espère avoir du vin chaud du parc asterix pour 2,8 euros au lieu de champagne à 15 euros...(Avis d'origine)2023新年一月一号没有无人机表演让等了很久的大孩子小孩子们非常失望，环境非常好，不过和20年前没什么改变，希望以后有新主题，以美国西部主题过山车等待的环境令人昏昏欲睡，毕竟每个比较热门的游戏游客们都要等45分钟以上，在冬天希望有parc asterix2.8欧元的热红酒，而不是卖15欧元一杯的香槟……",Visité en janvier
Europe is My Dream,2,il y a une semaine,no comment,Visité en janvier
Bruno Vitiritti,5,il y a une semaine,no comment,no visite mentionned
Sam Adcock,5,il y a une semaine,"(Traduit par Google) Excellente attraction à visiter, dommage que certains membres du personnel manquaient de service à la clientèle, mais il y avait ensuite un personnel beaucoup plus enthousiaste.(Avis d'origine)Excellent attraction to visit, pity some of the staff had a lacking of customer service but then there was a lot more enthusiastic staff.",Visité en janvier
Nancia ANDRIANARIVO,4,il y a une semaine,no comment,Visité en janvier
Kevin Q,2,il y a une semaine,(Traduit par Google) Impossible de prendre une photo avec la princesse pour les enfants (il faut attendre plus d'1h30 pour les voir dans la maison de la princesse ou payer 100€/pers pour un déjeuner à l'auberge de cendrillon et avoir la chance de voir la princesse)Il faut être riche pour voir une princesse…C'était mieux autrefois.Déçu par ce séjour.(Avis d'origine)Impossible to take a picture with the princess for the kids (needed to wait more than 1h30 to see them in the princess’s house or pay 100€/pers for a lunch in cendrillon’s auberge and have a chance to see the princess)You need to be rich for seeing a princess…It was better in the past.Disappointed by this stay.,Visité en décembre 2022
Sergio Ruina,5,il y a une semaine,no comment,Visité en janvier
Tine K.,3,il y a une semaine,"(Traduit par Google) J'ai été très déçue cette fois car ils n'ont pas laissé passer mon mari, qui s'est à nouveau précipité aux toilettes, et nous avons dû commencer la nouvelle année séparément.(Avis d'origine)Ich war dieses Mal sehr enttäuscht, weil sie meinen Mann, der noch einmal schnell zur Toilette war, nicht mehr durchgelassen haben und wir so den Jahreswechsel getrennt voneinander starten mussten.",Visité en janvier
Assen Nikolov,5,il y a une semaine,no comment,no visite mentionned
Gérard Moula,4,il y a une semaine,no comment,Visité en janvier
Cristina,5,il y a une semaine,no comment,Visité en janvier
MK C,1,il y a une semaine,(Traduit par Google) Disneyland est ok mais Disney Studios Park ne l'est pas. Les manèges et les attractions sont horribles dans les studios Disney. Totalement pas à la hauteur des normes Disney - cela ressemble plus à votre parc d'attractions local.(Avis d'origine)Disneyland is ok but Disney Studios Park is not. Rides and attractions are horrible in the Disney Studios. Totally not up to Disney standards- it's more like your local amusement park.,Visité en janvier
Elodie Sophie,4,il y a une semaine,"Nous repartons de Disney après y avoir fêté le nouvel an, avec des étoiles pleins les yeux malgré un gros bémol...Nous avons été très déçu Minnie qui fait ses vœux en anglais et qui ne parle qu'anglais...nous allons a vidéopolis pour déjeuner, il y a un dessin animé anglais sous titré français..les enfants qui ne comprennent pas alors que parfois les personnages parlent en français puis en anglais, c'est vraiment dommage....sinon tout le personnel et d'une gentillesse, toujours un sourire qu'est ce que c'est agréable.",Visité en janvier
Alessio Mazzotta,5,il y a une semaine,no comment,Visité en janvier
Athanasios Ioannidis,5,il y a une semaine,no comment,no visite mentionned
ahsan zaka,4,il y a une semaine,no comment,Visité en janvier
Aidan Gavigan,4,il y a une semaine,(Traduit par Google) Très occupé et l'organisation de McDonald's était horrible(Avis d'origine)Very busy and the organisation in McDonald's was awful,Visité en janvier
Lutyler Videomaker,5,il y a une semaine,no comment,Visité en janvier
Farzaneh Nikrou,5,il y a une semaine,(Traduit par Google) Belle expérience.J'adore voir Mickey et Minnie ❤️❤️❤️(Avis d'origine)Great experience.Love to see Mickey and Minnie ❤️❤️❤️,Visité en janvier
Lindsay Winterstein,1,il y a une semaine,Bjr je suis allé à Disneyland Paris pour Noël du 23 au 25 ke j’ai etai tre desu de la propreté des chambres y y’avait des poil dans la baignoire j’avais demander depuis ke moi de mai un chambre communiquant  je n’es pas u âpre niveau de la piscine de notre hôtel séquoia logje ki etai a l’extérieur je n’étais pas au courant et avec les enfants Alor ki vesait froid et l’eau etai tre froide les enfants n’ont pas plus ce baigner Alor très déçu et le temps de pluie nou n’avons pas plu bien profiter des parc le 23 nou somme rentre à l’hôtel et tro d’attend pour les attractions avec un bebe de 15 moi nul,Visité en décembre 2022
Isabelle Vassan,5,il y a une semaine,no comment,Visité en janvier
Stéphanie Elst,5,il y a une semaine,no comment,Visité en janvier
Fabio Fabiano,5,il y a une semaine,no comment,Visité en janvier
David S.,5,il y a une semaine,no comment,Visité en janvier
Sebastien Broquerie,5,il y a une semaine,no comment,Visité en janvier
Nissar M.A.,5,il y a une semaine,no comment,Visité en décembre 2022
Zozo AL-Marfadi,5,il y a une semaine,"(Traduit par Google) C'est ma deuxième fois, et je l'apprécie absolument comme la première fois(Avis d'origine)This is my second time, and I absolutely enjoy it like the first time",Visité en décembre 2022
Camille Ferry,4,il y a une semaine,no comment,Visité en janvier
Bruno S,5,il y a une semaine,no comment,Visité en janvier
Francesca Bertuca,4,il y a une semaine,(Traduit par Google) Attente trop longue dans des restaurants mal organisés(Avis d'origine)Attese troppo lunghe nei ristoranti.poco organizzati,Visité en janvier
GF GROUPE,5,il y a une semaine,no comment,Visité en janvier
Wouter Meeuws,5,il y a une semaine,no comment,Visité en janvier
Vinay Kandakur,5,il y a une semaine,no comment,no visite mentionned
Johnny Yzer,5,il y a une semaine,no comment,Visité en janvier
Patrycja Struminska,4,il y a une semaine,(Traduit par Google) L'endroit est magnifique mais les files d'attente sont si difficiles à utiliser les attractions(Avis d'origine)Miejsce piękne ale kolejki takie że ciężko skorzystać z atrakcji,Visité en janvier
Nathalie Buchheister,1,il y a une semaine,no comment,Visité en décembre 2022
JM Chacón,3,il y a une semaine,"(Traduit par Google) Super parc, mais n'achetez pas de soirées spéciales comme le réveillon du Nouvel An, etc. Le parc ne change pas beaucoup de monde et une mauvaise organisation des performances, etc.(Avis d'origine)Parque genial, pero no comprar fiesta especiales como fin de año, ect.. no se cambia en el parque muchísima afluencia de gente y mala organización en actuaciones ect.",Visité en janvier
kila asabe,5,il y a une semaine,no comment,Visité en janvier
Eser Sevinç,5,il y a une semaine,no comment,Visité en janvier
Rafael De Raeve,5,il y a une semaine,"(Traduit par Google) Toujours une expérience unique, un plaisir presque sans fin, un grand plaisir et une super détente.(Avis d'origine)Altijd unieke beleving, bijna eindeloos plezier, geweldig genieten en super relax.",Visité en janvier
Roman Buffet,5,il y a une semaine,no comment,Visité en janvier
Jay cro,4,il y a une semaine,"Toujours un très beau parc, bien décoré 👍👏👏👏 les bémols sont le prix excessif des billets par rapport au nombre d'attraction que l'on peut faire via l'attente (65 min minimum pour chaques attractions) et le prix de la restauration dans le parc.Autrement à faire au moins une fois.",Visité en janvier
pascal rimard,5,il y a une semaine,no comment,Visité en janvier
Mar Roz,2,il y a une semaine,(Traduit par Google) Files d'attente trop longues pour les attractions. Le prix ne correspond pas à l'offre(Avis d'origine)Kolejki zbyt długie na atrakcje. Cena nie odekwatna do oferty,Visité en janvier
Jamie Balkin,4,il y a une semaine,no comment,Visité en décembre 2022
Nico Cado,2,il y a une semaine,"Cela faisait plusieurs années que je ne m'étais pas rendu au parc et grosse déception lors de ma visite récente (uniquement parc Disney sans la partie studio). Aucun renouvellement des attractions, infrastructures vieillissantes sur la partie discoveryland notamment. De plus en ce 31/12 toute la partie Fantasyland a fermé 1h30 avant la fermeture du parc (18h30  ce jour là). Perdre 1h30 d'activités est un peu abusé compte tenu du prix particulièrement élevé de l'entrée. Points positifs malgré tout, l'accès au parc est relativement fluide à l'arrivée et les temps d'attente aux attractions étaient nettement plus courts qu'il y a quelques années. Le spectacle final au dessus du château reste féérique.",Visité en janvier
Aurelia Devender,5,il y a une semaine,no comment,Visité en janvier
Ivan Fiel,4,il y a une semaine,"(Traduit par Google) Je recommande particulièrement le parc des studios Walt, c'est un parc plus dédié à l'aventure familiale et plus d'attractions(Avis d'origine)Recomiendo especialmente el parque de Walt studios es un parque más dedicado a la aventura en familia y de más atracciones",Visité en janvier
Delphine Soonekindt,5,il y a une semaine,no comment,Visité en janvier
Karine Bernard,5,il y a une semaine,no comment,Visité en janvier
Elvir Husanovic,5,il y a une semaine,no comment,Visité en janvier
Jean-luc Vimard,4,il y a une semaine,no comment,Visité en janvier
Power Auto,4,il y a une semaine,no comment,Visité en janvier
Ciaran Cassidy,2,il y a une semaine,"(Traduit par Google) La soirée du Nouvel An est un désastre complet si vous avez des enfants avec vous (ce n'est pas pour les enfants), c'est surpeuplé et mal géré. Nous ne nous sommes approchés d'aucun des événements et nous n'avons rien pu voir à travers la foule d'enfants trop grands qui se bousculent (40 à 50 ans) ? pour un accès privilégié. Une file d'attente de 90 minutes vous fait souhaiter la fin du monde !(Avis d'origine)New year's eve party is a complete disaster if you have kids with you (it's not for kids) it's overcrowded and badly managed. We didn't get close to any of the events and couldn't see anything through the crowds of, over grown kids pushing around (40 - 50 year olds)🙄 if u want to enjoy Disneyland with kids go in off peak times and budget for premier access. A 90 minute queue makes you wish the world would end!",Visité en janvier
Axel FREREBEAU,5,il y a une semaine,no comment,Visité en janvier
Jorge Rodrigues,4,il y a une semaine,no comment,Visité en janvier
